游戏名称,游戏URL,AppID,原价,折扣价,基本好评率,详细好评率,基本标签,详细标签,基本发布时间,详细发布日期,游戏描述,开发商,发行商
SUMMERHOUSE,https://store.steampowered.com/app/2533960/SUMMERHOUSE/?snr=1_7_7_7000_150_40,2533960,580.0,435.0,94.0,81.0,[],"['独立', '放松', '模拟', '彩色', '策略', '可爱', '休闲', '氛围', '风格化', '温馨惬意', '设计与插画', '城市营造', '单人', '像素图形', '3D', '沙盒', '建造']",2024-03-08,2024-03-08,一款微型建筑游戏，可搭建漂亮的居家房子。没有规则或限制，只要纯粹的创意。,未知,Future Friends Games
OF MICE AND SAND -REVISED-,https://store.steampowered.com/app/785780/OF_MICE_AND_SAND_REVISED/?snr=1_7_7_7000_150_40,785780,60.0,300.0,78.0,78.0,[],"['模拟', '复古', '策略', '基地建设', '可爱', '单人', '像素图形']",2018-03-28,2018-03-28,银河的彼岸。在沙漠星球上生活的老鼠们。踏上沙船 前进吧 移动要塞！目标梦幻​​黄金乡！,未知,ARC SYSTEM WORKS
恶土小队 / Badlands Crew,https://store.steampowered.com/app/2078230/__Badlands_Crew/?snr=1_7_7_7000_150_40,2078230,,,81.0,81.0,[],"['角色自定义', '独立', '车辆作战', '探索', '模拟', '玩家对战环境', '即时战术', '动作', '第三人称', '驾驶', '单人', '战争游戏', '建造', '开放世界', '后末日', '沙盒', '清版射击', '轻度 Rogue', '策略', '冒险']",2025-04-28,2025-04-28,打造你的战车怪物，训练强大的士兵队伍，在被暴徒肆虐的荒芜战场上运用策略，书写属于你的传奇！穿越危险的末日恶土，成为掌控全局的指挥官！准备好迎接废土的挑战了吗？,未知,Curve Games
Old Coin Pusher Friends 3,https://store.steampowered.com/app/3040390/Old_Coin_Pusher_Friends_3/?snr=1_7_7_7000_150_40,3040390,,,92.0,92.0,[],"['角色自定义', '挂机游戏', '忍者', '模拟', '玩家对战环境', '街机', '多人', '收集马拉松', '射击', '中世纪', '故事架构丰富', '单人', '在线合作', '控制器', '合作', '孩童', '休闲', '3D', '物理', '俯视']",2024-07-25,2024-07-25,以江户时代为舞台背景，在线合作游玩的推金币游戏——《朋友推旧币》系列的第三作。本作加入了以东海道五十三次为舞台的双陆棋，根据人物所处事件格触发各种随机事件。与其他玩家合力消灭怪物，制裁恶人代官，冲击大奖吧！随着游戏的进行，可以通过各种方式来提高能力。,未知,STP WORKS
Cities: Skylines - Industries,https://store.steampowered.com/app/715194/Cities_Skylines__Industries/?snr=1_7_7_7000_150_40,715194,,,73.0,73.0,[],"['模拟', '经济', '策略', '城市营造', '管理', '单人']",2018-10-23,2018-10-23,未知,未知,Paradox Interactive
背包英雄 Backpack Hero,https://store.steampowered.com/app/1970580/_Backpack_Hero/?snr=1_7_7_7000_150_40,1970580,115.0,69.0,86.0,82.0,[],"['牌组构建式类 Rogue', '回合战略', '卡牌战斗', '单人', '建造', '奇幻', '类 Rogue', '控制器', '重玩价值', '选择取向', '休闲', '程序生成', '女性主角', '回合制', '轻度 Rogue', '2D', '策略', '可模组化', '库存管理', '牌组构建']",2023-11-14,2023-11-14,《背包英雄》是一款物品栏管理类Roguelike游戏！收集稀有物品，整理背包排列，消灭拦路敌人！,未知,Pretty Soon
XCOM® 2,https://store.steampowered.com/app/268500/XCOM_2/?snr=1_7_7_7000_150_40,268500,350.0,350.0,85.0,85.0,[],"['角色自定义', '永久死亡', '等角视角', '玩家对战环境', '网格导向动作', '动作', '回合战略', '逻辑', '角色扮演', '单人', '战术', '回合制战斗', '科幻', '战争', '架空历史', '后末日', '回合制', '军事', '俯视', '回合制战术']",2016-02-04,2016-02-04,外星人统治着地球，为人类许诺了一个美好的未来，但却在暗中隐藏着一个阴险的计划。作为面对着重重困难的游击势力领袖，您必须点燃全球的反抗之火消灭外星威胁并阻止人类灭绝。,未知,2K
战令姬蕾西娅与失落的要塞,https://store.steampowered.com/app/2752520/_/?snr=1_7_7_7000_150_40,2752520,126.5,113.85000000000001,84.0,84.0,[],"['独立', '动漫', '色情内容', '动漫色情', '动作', '迷宫探索', '不可思议迷宫', '角色扮演', '单人', '奇幻', '多结局', '日系角色扮演', '动作冒险', '动作角色扮演', '女性主角', '工作场所不宜', '裸露', '2D', '冒险', '剧情丰富']",2025-05-23,2025-05-23,《闪红的艾丽丝》全新续作！刚刚成为军人的优等生蕾西娅， 被分配到了远离首都的「克雷斯特要塞」。 这里因为某个人物的跋扈而被称为“失落的要塞”。 居住在这里的人们对克雷斯特要塞的评价极其低下。 为了挽回民众的信赖，蕾西娅决定改革这座腐败的要塞， 然而事情的走向却变得复杂而险恶起来——！,未知,OTAKU Plan
Age of Wonders 4,https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_7000_150_40,1669000,,,82.0,79.0,[],"['角色自定义', '大战略', '探索', '回合战略', '多人', '故事架构丰富', '角色扮演', '单人', '矮人', '奇幻', '合作', '魔法', '选择取向', '战术角色扮演', '策略角色扮演', '策略', '可模组化', '俯视', '战斗', '4X']",2023-05-02,2023-05-02,统治你自己设计的幻想王国！在《Age of Wonders》标志性的4X战略和回合制战斗中探索新的魔法世界。以回合为单位控制你的帝国，亲眼目睹你的派系的成长与变化！,未知,Paradox Interactive
最后一次与你邂逅,https://store.steampowered.com/app/1909750/_/?snr=1_7_7_7000_150_40,1909750,110.0,550.0,96.0,96.0,[],"['独立', '动漫', '悬疑', '氛围', '情感', '爱情', '探索', '对话', '彩色', '80 年代', '风格化', '单人', '休闲', '90 年代', '线性', '手绘', '叙事', '灵异', '冒险', '剧情丰富']",2024-10-10,2024-10-10,初恋的悸动，家庭的羁绊，妖精的传说…你是阿步，一个背负命运诅咒的少年。在《最后一次与你邂逅》中，踏上一场关于成长、爱与失落的冒险。成长的迷茫、情感的纠葛与小镇中的秘密，你会如何选择？,未知,Chorus Worldwide Games
和阶堂真的案件簿 TRILOGY DELUXE,https://store.steampowered.com/app/1562910/_TRILOGY_DELUXE/?snr=1_7_7_7000_150_40,1562910,,,79.0,80.0,[],"['指向点击', '悬疑', '视觉小说', '氛围', '剧情', '调查', '沉浸式', '自选历险体验', '单人', '哲理', '短篇', '像素图形', '横向滚屏', '控制器', '休闲', '2D', '冒险', '心理', '剧情丰富', '记叙']",2023-10-18,2023-10-18,以“一小时破关的推理冒险”为概念所开发的推理冒险游戏，你能够解开这个用美丽点阵图所妆点的事件之谜吗？,未知,room6
村与地下城,https://store.steampowered.com/app/3411020/_/?snr=1_7_7_7000_150_40,3411020,,,89.0,89.0,[],"['独立', '集换式卡牌游戏', '探索', '迷宫探索', '不可思议迷宫', '卡牌战斗', '故事架构丰富', '角色扮演', '单人', '像素图形', '奇幻', '类 Rogue', '卡牌游戏', '科幻', '自走棋', '回合制', '2D', '策略', '时空旅行', '牌组构建']",2025-05-19,2025-05-19,这是一款极致且硬核的牌组构建 Roguelite 游戏。操作简单，自动战斗，一切都围绕构筑策略！海量卡牌，结合5种元素能量，搭配能力各异的符文，带来超乎想象的构筑空间与策略变化。无数的地下城，丰富的遭遇事件，形态各异的敌人等待你的探索与挑战。,未知,Morax Games
Pushing it! Together - Sisyphus Co-op,https://store.steampowered.com/app/3298460/Pushing_it_Together__Sisyphus_Coop/?snr=1_7_7_7000_150_40,3298460,,,53.0,46.0,[],"['喜剧', '对话', '模拟', '平台游戏', '欢乐', '动作', '第三人称', '恐怖', '在线合作', '动作冒险', '类魂系列', '合作', '休闲', '3D', '心理恐怖', '策略', '物理', '冒险', '困难', '神话']",2025-04-09,2025-04-09,这款合作游戏改编自西西弗斯的古老神话，与朋友一起把巨石推到山顶。,未知,ManliestDev
Clue/Cluedo: Classic Edition,https://store.steampowered.com/app/794800/ClueCluedo_Classic_Edition/?snr=1_7_7_7000_150_40,794800,95.0,475.0,88.0,95.0,[],"['悬疑', '桌上游戏', '调查', '推理', '回合战略', '犯罪', '逻辑', '本地多人', '单人', '孩童', '休闲', '4 人本地', '玩家对战', '卡牌游戏', '棋盘游戏', '2D', '策略', '俯视', '平台解谜', '解谜']",2018-05-17,2018-05-17,CLUE/CLUEDO 是经典的探案游戏 —— 一座宏伟的豪宅……一场卑劣的谋杀……嫌疑角色聚集一堂。现在你可以在 Steam 上玩这款饱受喜爱的孩之宝家庭桌游了！凶手是谁，凶器是什么，案发现场在哪里？立即获得官方游戏，并破解案件！,未知,Marmalade Game Studio Ltd
Flashing Lights - 警情，消防，急救,https://store.steampowered.com/app/605740/Flashing_Lights/?snr=1_7_7_7000_150_40,605740,128.5,514.0,81.0,62.0,[],"['探索', '模拟', '动作', '多人', '犯罪', '第三人称射击', '射击', '第三人称', '驾驶', '角色扮演', '美国', '开放世界', '拟真', '破坏', '沙盒', '物理', '汽车模拟', '第一人称射击', '冒险', '大型多人在线']",2023-05-15,2023-05-15,正义执法或拯救生命！《Flashing Lights》是一款警察、消防和急救模拟游戏，支持单人模式或最多10名玩家的多人合作模式，你可以在这个开放世界中扮演喜欢的角色，或与好友一起享受休闲乐趣。还有大量玩家创建的模组等你发现！,未知,Excalibur Games
诺兰德 Norland,https://store.steampowered.com/app/1857090/_Norland/?snr=1_7_7_7000_150_40,1857090,,,80.0,76.0,[],"['即时战略', '大战略', '城市营造', '管理', '模拟', '经济', '基地建设', '资源管理', '殖民模拟', '单人', '建造', '重玩价值', '开放世界', '战争', '沙盒', '即时含暂停', '策略', '生存', '抢先体验', '历史']",2024-07-18,2024-07-18,在这款中世纪殖民地模拟游戏中运筹帷幄，亲自领导你的贵族家族，直面阶级冲突、宗教斗争和政治叛乱。你要倾听人民的需求，寻获帝国倾覆后早已失落的知识，还要运用邪恶的阴谋对抗敌人。,未知,Hooded Horse
《神探狗狗：爪不可及》,https://store.steampowered.com/app/3112730/_/?snr=1_7_7_7000_150_40,3112730,,,95.0,95.0,[],"['悬疑', '喜剧', '狗', '平台游戏', '欢乐', '彩色', '动作', '收集马拉松', '单人', '卡通风格', '控制器', '2D 平台', '孩童', '休闲', '漫画', '卡通', '超级英雄', '2D', '平台解谜', '冒险']",2024-12-06,2024-12-06,《神探狗狗：爪不可及》让备受喜爱的图书系列跃然眼前！快来帮助神探狗狗和他的朋友们追捕超级坏蛋，完成他们迄今为止爪不可及的任务吧！,未知,Mindscape
光与影：33号远征队 豪华升级版,https://store.steampowered.com/app/3228520/33/?snr=1_7_7_7000_150_41,3228520,,,97.0,,[],[],2025-04-24,,未知,未知,未知
STRANGER OF PARADISE FINAL FANTASY ORIGIN,https://store.steampowered.com/app/1358700/STRANGER_OF_PARADISE_FINAL_FANTASY_ORIGIN/?snr=1_7_7_7000_150_41,1358700,,,83.0,,[],[],2023-04-06,,未知,未知,未知
Way of the Hunter,https://store.steampowered.com/app/1288320/Way_of_the_Hunter/?snr=1_7_7_7000_150_41,1288320,,,80.0,91.0,[],"['潜行', '探索', '模拟', '狩猎', '体育', '放松', '彩色', '多人', '射击', '单人', '第一人称', '美国', '控制器', '开放世界', '拟真', '自然', '3D', '枪械改装', '第一人称射击', '冒险']",2022-08-16,2022-08-16,成为狩猎小屋的新主人，坐拥美丽的栖息地与丰富的动物资源。探索丰富多彩的开放世界，用各类精心挑选的枪支进行狩猎。独自享受完美的狩猎体验，或与好友进行合作,未知,THQ Nordic
STAR WARS™: Battlefront Classic Collection,https://store.steampowered.com/app/2446550/STAR_WARS_Battlefront_Classic_Collection/?snr=1_7_7_7000_150_41,2446550,,,21.0,68.0,[],"['机器人', '未来', '外星人', '动作', '第三人称射击', '射击', '第三人称', '驾驶', '第一人称', '战术', '老式', '复古', '太空', '科幻', '战争', '3D', '军事', '第一人称射击', '分屏', '人工智能']",2024-03-13,2024-03-13,"入手完整典藏,《STAR WARS Battlefront》游戏，离线在线均可畅玩。",未知,Aspyr
The Crew™ 2,https://store.steampowered.com/app/646910/The_Crew_2/?snr=1_7_7_7000_150_41,646910,214.0,64.2,78.0,84.0,[],"['氛围', '模拟', '体育', '街机', '动作', '多人', '第三人称', '驾驶', '单人', '第一人称', '美国', '在线合作', '飞行', '合作', '开放世界', '竞速', '沙盒', '汽车模拟', '冒险', '大型多人在线']",2018-06-28,2018-06-28,探索并征服全美陆、海、空各领域的所有赛事，为美国动力竞速史写下崭新的一页。驾驶各式各样、种类繁多的车辆、重机、快艇及飞机，在各种形式的赛事中一较高下。,未知,Ubisoft
Killer Klowns from Outer Space: The Game,https://store.steampowered.com/app/1556100/Killer_Klowns_from_Outer_Space_The_Game/?snr=1_7_7_7000_150_41,1556100,225.0,67.5,74.0,68.0,[],"['角色自定义', '黑暗', '氛围', '团队导向', '潜行', '动作', '多人', '生存恐怖', '80 年代', '第三人称', '恐怖', '在线合作', '合作', '开放世界', '拟真', '玩家对战', '科幻', '暴力', '生存', '战斗']",2024-06-04,2024-06-04,本游戏根据上世纪80年代的经典邪典电影改编，玩家在游戏中将扮演标志性的杀人小丑，策划外星入侵收割人类，或组建起一支幸存者队伍抵抗外太空威胁。欢迎体验这款全新而疯狂的非对称多人恐怖游戏！,未知,IllFonic Publishing
